Name,Filter,Object,ExposureMode,UT,Grism
NCti300992.fits,Ks,A773_Ks 8,mexp 15.0 2   2/2, TCS UTC at start (  6h:8m:48.0s)               ,
NCti300993.fits,Ks,A773_Ks 8,mexp 15.0 2, TCS UTC at start (  6h:9m:15.0s)               ,
NCti300994.fits,Ks,A773_Ks 9,mexp 15.0 2   1/2, TCS UTC at start (  6h:9m:27.0s)               ,
NCti300995.fits,Ks,A773_Ks 9,mexp 15.0 2   2/2, TCS UTC at start (  6h:9m:54.0s)               ,
NCti300996.fits,Ks,A773_Ks 9,mexp 15.0 2, TCS UTC at start ( 6h:10m:22.0s)               ,
NCti300997.fits,Ks,A773_Ks 1,mexp 15.0 2   1/2, TCS UTC at start ( 6h:11m:13.0s)               ,
NCti300998.fits,Ks,A773_Ks 1,mexp 15.0 2   2/2, TCS UTC at start ( 6h:11m:41.0s)               ,
NCti300999.fits,Ks,A773_Ks 1,mexp 15.0 2, TCS UTC at start (  6h:12m:9.0s)               ,
NCti301000.fits,Ks,A773_Ks 2,mexp 15.0 2   1/2, TCS UTC at start ( 6h:12m:21.0s)               ,
NCti301001.fits,Ks,A773_Ks 2,mexp 15.0 2   2/2, TCS UTC at start ( 6h:12m:48.0s)               ,
NCti301002.fits,Ks,A773_Ks 2,mexp 15.0 2, TCS UTC at start ( 6h:13m:16.0s)               ,
NCti301003.fits,Ks,A773_Ks 3,mexp 15.0 2   1/2, TCS UTC at start ( 6h:13m:27.0s)               ,
NCti301004.fits,Ks,A773_Ks 3,mexp 15.0 2   2/2, TCS UTC at start ( 6h:13m:55.0s)               ,
NCti301005.fits,Ks,A773_Ks 3,mexp 15.0 2, TCS UTC at start ( 6h:14m:22.0s)               ,
NCti301006.fits,Ks,A773_Ks 4,mexp 15.0 2   1/2, TCS UTC at start ( 6h:14m:34.0s)               ,
NCti301007.fits,Ks,A773_Ks 4,mexp 15.0 2   2/2, TCS UTC at start (  6h:15m:1.0s)               ,
NCti301008.fits,Ks,A773_Ks 4,mexp 15.0 2, TCS UTC at start ( 6h:15m:28.0s)               ,
NCti301009.fits,Ks,A773_Ks 5,mexp 15.0 2   1/2, TCS UTC at start ( 6h:15m:39.0s)               ,
NCti301010.fits,Ks,A773_Ks 5,mexp 15.0 2   2/2, TCS UTC at start (  6h:16m:7.0s)               ,
NCti301011.fits,Ks,A773_Ks 5,mexp 15.0 2, TCS UTC at start ( 6h:16m:35.0s)               ,
NCti301012.fits,Ks,A773_Ks 6,mexp 15.0 2   1/2, TCS UTC at start ( 6h:16m:46.0s)               ,
NCti301013.fits,Ks,A773_Ks 6,mexp 15.0 2   2/2, TCS UTC at start ( 6h:17m:13.0s)               ,
NCti301014.fits,Ks,A773_Ks 6,mexp 15.0 2, TCS UTC at start ( 6h:17m:40.0s)               ,
NCti301015.fits,Ks,A773_Ks 7,mexp 15.0 2   1/2, TCS UTC at start ( 6h:17m:51.0s)               ,
NCti301016.fits,Ks,A773_Ks 7,mexp 15.0 2   2/2, TCS UTC at start ( 6h:18m:18.0s)               ,
NCti301017.fits,Ks,A773_Ks 7,mexp 15.0 2, TCS UTC at start ( 6h:18m:47.0s)               ,
NCti301018.fits,Ks,A773_Ks 8,mexp 15.0 2   1/2, TCS UTC at start ( 6h:18m:58.0s)               ,
NCti301019.fits,Ks,A773_Ks 8,mexp 15.0 2   2/2, TCS UTC at start ( 6h:19m:26.0s)               ,
NCti301020.fits,Ks,A773_Ks 8,mexp 15.0 2, TCS UTC at start ( 6h:19m:54.0s)               ,
NCti301021.fits,Ks,A773_Ks 9,mexp 15.0 2   1/2, TCS UTC at start (  6h:20m:5.0s)               ,
NCti301022.fits,Ks,A773_Ks 9,mexp 15.0 2   2/2, TCS UTC at start ( 6h:20m:31.0s)               ,
NCti301023.fits,Ks,A773_Ks 9,mexp 15.0 2, TCS UTC at start ( 6h:20m:59.0s)               ,
NCtj280030.fits,K,Halogen Halogen + K,expose 7.0, TCS UTC at start ( 15h:58m:4.0s)               ,
NCtj280031.fits,K,Halogen Halogen + K,expose 7.0, TCS UTC at start (15h:58m:38.0s)               ,
NCtj280032.fits,K,Halogen,expose 7.0, TCS UTC at start (15h:59m:20.0s)               ,
NCtj280033.fits,K,Argon,expose 10.0, TCS UTC at start (  16h:1m:1.0s)               ,
NCtj280034.fits,K,Argon,expose 10.0, TCS UTC at start (  16h:2m:3.0s)               ,
NCtj280035.fits,J,Argon,expose 4.2, TCS UTC at start (16h:18m:42.0s)               ,
NCtj280036.fits,J,dark after clean3,dark 0.0, TCS UTC at start ( 16h:21m:8.0s)               ,
NCtj280037.fits,J,,expose 4.2, TCS UTC at start (16h:21m:32.0s)               ,
NCtj280038.fits,J,,expose 4.2, TCS UTC at start (16h:22m:41.0s)               ,
NCtj280039.fits,J,,expose 4.2, TCS UTC at start (16h:23m:34.0s)               ,
NCtj280040.fits,J,Lintest drk 0s,mdark 0.0 5   1/5, TCS UTC at start (16h:24m:20.0s)               ,
NCtj280041.fits,J,Lintest drk 0s,mdark 0.0 5   2/5, TCS UTC at start (16h:24m:31.0s)               ,
NCtj280042.fits,J,Lintest drk 0s,mdark 0.0 5   3/5, TCS UTC at start (16h:24m:43.0s)               ,
NCtj280043.fits,J,Lintest drk 0s,mdark 0.0 5   4/5, TCS UTC at start (16h:24m:54.0s)               ,
NCtj280044.fits,J,Lintest drk 0s,mdark 0.0 5   5/5, TCS UTC at start ( 16h:25m:6.0s)               ,
NCtj280045.fits,J,Lintest drk 0s,mdark 0.0 5, TCS UTC at start (16h:25m:17.0s)               ,
NCtj280046.fits,J,lin 0.5s,mexp 0.5 5   1/5, TCS UTC at start (16h:25m:21.0s)               ,
NCtj280047.fits,J,lin 0.5s,mexp 0.5 5   2/5, TCS UTC at start (16h:25m:31.0s)               ,
NCtj280048.fits,J,lin 0.5s,mexp 0.5 5   3/5, TCS UTC at start (16h:25m:43.0s)               ,
NCtj280049.fits,J,lin 0.5s,mexp 0.5 5   4/5, TCS UTC at start (16h:25m:54.0s)               ,
NCtj280050.fits,J,lin 0.5s,mexp 0.5 5   5/5, TCS UTC at start ( 16h:26m:6.0s)               ,
NCtj280051.fits,J,lin 0.5s,mexp 0.5 5, TCS UTC at start (16h:26m:17.0s)               ,
NCtj280052.fits,J,drk 0.5s,mdark 0.5 5   1/5, TCS UTC at start (16h:26m:28.0s)               ,
NCtj280053.fits,J,drk 0.5s,mdark 0.5 5   2/5, TCS UTC at start (16h:26m:38.0s)               ,
NCtj280054.fits,J,drk 0.5s,mdark 0.5 5   3/5, TCS UTC at start (16h:26m:50.0s)               ,
NCtj280055.fits,J,drk 0.5s,mdark 0.5 5   4/5, TCS UTC at start ( 16h:27m:0.0s)               ,
NCtj280056.fits,J,drk 0.5s,mdark 0.5 5   5/5, TCS UTC at start (16h:27m:12.0s)               ,
NCtj280057.fits,J,drk 0.5s,mdark 0.5 5, TCS UTC at start (16h:27m:24.0s)               ,
NCtj280058.fits,J,lin 42s,mexp 42.0 5   1/5, TCS UTC at start (16h:27m:35.0s)               ,
NCtj280059.fits,J,lin 42s,mexp 42.0 5   2/5, TCS UTC at start (16h:28m:27.0s)               ,
NCtj280060.fits,J,lin 42s,mexp 42.0 5   3/5, TCS UTC at start (16h:29m:19.0s)               ,
NCtj280061.fits,J,lin 42s,mexp 42.0 5   4/5, TCS UTC at start (16h:30m:12.0s)               ,
NCtj280062.fits,J,lin 42s,mexp 42.0 5   5/5, TCS UTC at start ( 16h:31m:5.0s)               ,
NCtj280063.fits,J,lin 42s,mexp 42.0 5, TCS UTC at start (16h:31m:58.0s)               ,
NCtj280064.fits,J,drk 42s,mdark 42.0 5   1/5, TCS UTC at start ( 16h:32m:9.0s)               ,
NCtj280065.fits,J,drk 42s,mdark 42.0 5   2/5, TCS UTC at start ( 16h:33m:2.0s)               ,
NCtj280066.fits,J,drk 42s,mdark 42.0 5   3/5, TCS UTC at start (16h:33m:54.0s)               ,
NCtj280067.fits,J,drk 42s,mdark 42.0 5   4/5, TCS UTC at start (16h:34m:46.0s)               ,
NCtj280068.fits,J,drk 42s,mdark 42.0 5   5/5, TCS UTC at start (16h:35m:39.0s)               ,
NCtj280069.fits,J,drk 42s,mdark 42.0 5, TCS UTC at start (16h:36m:31.0s)               ,
NCtj280070.fits,J,lin 2s,mexp 2.0 5   1/5, TCS UTC at start (16h:36m:42.0s)               ,
NCtj280071.fits,J,lin 2s,mexp 2.0 5   2/5, TCS UTC at start (16h:36m:55.0s)               ,
NCtj280072.fits,J,lin 2s,mexp 2.0 5   3/5, TCS UTC at start ( 16h:37m:7.0s)               ,
NCtj280073.fits,J,lin 2s,mexp 2.0 5   4/5, TCS UTC at start (16h:37m:20.0s)               ,
NCtj280074.fits,J,lin 2s,mexp 2.0 5   5/5, TCS UTC at start (16h:37m:32.0s)               ,
NCtj280075.fits,J,lin 2s,mexp 2.0 5, TCS UTC at start (16h:37m:44.0s)               ,
NCtj280076.fits,J,drk 2s,mdark 2.0 5   1/5, TCS UTC at start (16h:37m:56.0s)               ,
NCtj280077.fits,J,drk 2s,mdark 2.0 5   2/5, TCS UTC at start ( 16h:38m:8.0s)               ,
NCtj280078.fits,J,drk 2s,mdark 2.0 5   3/5, TCS UTC at start (16h:38m:21.0s)               ,
NCtj280079.fits,J,drk 2s,mdark 2.0 5   4/5, TCS UTC at start (16h:38m:34.0s)               ,
NCtj280080.fits,J,drk 2s,mdark 2.0 5   5/5, TCS UTC at start (16h:38m:48.0s)               ,
NCtj280081.fits,J,drk 2s,mdark 2.0 5, TCS UTC at start ( 16h:39m:0.0s)               ,
NCtj280082.fits,J,lin 30s,mexp 30.0 5   1/5, TCS UTC at start (16h:39m:12.0s)               ,
NCtj280083.fits,J,lin 30s,mexp 30.0 5   2/5, TCS UTC at start (16h:39m:52.0s)               ,
NCtj280084.fits,J,lin 30s,mexp 30.0 5   3/5, TCS UTC at start (16h:40m:32.0s)               ,
NCtj280085.fits,J,lin 30s,mexp 30.0 5   4/5, TCS UTC at start (16h:41m:14.0s)               ,
NCtj280086.fits,J,lin 30s,mexp 30.0 5   5/5, TCS UTC at start (16h:41m:54.0s)               ,
NCtj280087.fits,J,lin 30s,mexp 30.0 5, TCS UTC at start (16h:42m:35.0s)               ,
NCtj280088.fits,J,drk 30s,mdark 30.0 5   1/5, TCS UTC at start (16h:42m:46.0s)               ,
NCtj280089.fits,J,drk 30s,mdark 30.0 5   2/5, TCS UTC at start (16h:43m:27.0s)               ,
NCtj280090.fits,J,drk 30s,mdark 30.0 5   3/5, TCS UTC at start ( 16h:44m:8.0s)               ,
NCtj280091.fits,J,drk 30s,mdark 30.0 5   4/5, TCS UTC at start (16h:44m:48.0s)               ,
NCtj280092.fits,J,drk 30s,mdark 30.0 5   5/5, TCS UTC at start (16h:45m:29.0s)               ,
NCtj280093.fits,J,drk 30s,mdark 30.0 5, TCS UTC at start ( 16h:46m:9.0s)               ,
NCtj280094.fits,J,lin 12s,mexp 12.0 5   1/5, TCS UTC at start (16h:46m:21.0s)               ,
NCtj280095.fits,J,lin 12s,mexp 12.0 5   2/5, TCS UTC at start (16h:46m:44.0s)               ,
NCtj280096.fits,J,lin 12s,mexp 12.0 5   3/5, TCS UTC at start ( 16h:47m:7.0s)               ,
NCtj280097.fits,J,lin 12s,mexp 12.0 5   4/5, TCS UTC at start (16h:47m:29.0s)               ,
NCtj280098.fits,J,lin 12s,mexp 12.0 5   5/5, TCS UTC at start (16h:47m:52.0s)               ,
NCtj280099.fits,J,lin 12s,mexp 12.0 5, TCS UTC at start (16h:48m:14.0s)               ,
NCtj280100.fits,J,drk 12s,mdark 12.0 5   1/5, TCS UTC at start (16h:48m:26.0s)               ,
NCtj280101.fits,J,drk 12s,mdark 12.0 5   2/5, TCS UTC at start (16h:48m:49.0s)               ,
NCtj280102.fits,J,drk 12s,mdark 12.0 5   3/5, TCS UTC at start (16h:49m:11.0s)               ,
NCtj280103.fits,J,drk 12s,mdark 12.0 5   4/5, TCS UTC at start (16h:49m:34.0s)               ,
NCtj280104.fits,J,drk 12s,mdark 12.0 5   5/5, TCS UTC at start (16h:49m:57.0s)               ,
NCtj280105.fits,J,drk 12s,mdark 12.0 5, TCS UTC at start (16h:50m:19.0s)               ,
NCtj280106.fits,J,drk 0s,mdark 0.0 5   1/5, TCS UTC at start (16h:50m:30.0s)               ,
NCtj280107.fits,J,drk 0s,mdark 0.0 5   2/5, TCS UTC at start (16h:50m:41.0s)               ,
NCtj280108.fits,J,drk 0s,mdark 0.0 5   3/5, TCS UTC at start (16h:50m:52.0s)               ,
NCtj280109.fits,J,drk 0s,mdark 0.0 5   4/5, TCS UTC at start ( 16h:51m:5.0s)               ,
NCtj280110.fits,J,drk 0s,mdark 0.0 5   5/5, TCS UTC at start (16h:51m:16.0s)               ,
NCtj280111.fits,J,drk 0s,mdark 0.0 5, TCS UTC at start (16h:51m:27.0s)               ,
NCtj280112.fits,J,lin 18s,mexp 18.0 5   1/5, TCS UTC at start (16h:51m:31.0s)               ,
NCtj280113.fits,J,lin 18s,mexp 18.0 5   2/5, TCS UTC at start (16h:51m:59.0s)               ,
NCtj280114.fits,J,lin 18s,mexp 18.0 5   3/5, TCS UTC at start (16h:52m:28.0s)               ,
NCtj280115.fits,J,lin 18s,mexp 18.0 5   4/5, TCS UTC at start (16h:52m:57.0s)               ,
NCtj280116.fits,J,lin 18s,mexp 18.0 5   5/5, TCS UTC at start (16h:53m:25.0s)               ,
NCtj280117.fits,J,lin 18s,mexp 18.0 5, TCS UTC at start (16h:53m:53.0s)               ,
NCtj280118.fits,J,drk 18s,mdark 18.0 5   1/5, TCS UTC at start ( 16h:54m:4.0s)               ,
NCtj280119.fits,J,drk 18s,mdark 18.0 5   2/5, TCS UTC at start (16h:54m:33.0s)               ,
NCtj280120.fits,J,drk 18s,mdark 18.0 5   3/5, TCS UTC at start ( 16h:55m:2.0s)               ,
NCtj280121.fits,J,drk 18s,mdark 18.0 5   4/5, TCS UTC at start (16h:55m:30.0s)               ,
NCtj280122.fits,J,drk 18s,mdark 18.0 5   5/5, TCS UTC at start (16h:55m:59.0s)               ,
NCtj280123.fits,J,drk 18s,mdark 18.0 5, TCS UTC at start (16h:56m:27.0s)               ,
NCtj280124.fits,J,lin 24s,mexp 24.0 5   1/5, TCS UTC at start (16h:56m:39.0s)               ,
NCtj280125.fits,J,lin 24s,mexp 24.0 5   2/5, TCS UTC at start (16h:57m:13.0s)               ,
NCtj280126.fits,J,lin 24s,mexp 24.0 5   3/5, TCS UTC at start (16h:57m:49.0s)               ,
NCtj280127.fits,J,lin 24s,mexp 24.0 5   4/5, TCS UTC at start (16h:58m:24.0s)               ,
NCtj280128.fits,J,lin 24s,mexp 24.0 5   5/5, TCS UTC at start (16h:58m:58.0s)               ,
NCtj280129.fits,J,lin 24s,mexp 24.0 5, TCS UTC at start (16h:59m:33.0s)               ,
NCtj280130.fits,J,drk 24s,mdark 24.0 5   1/5, TCS UTC at start (16h:59m:43.0s)               ,
NCtj280131.fits,J,drk 24s,mdark 24.0 5   2/5, TCS UTC at start ( 17h:0m:17.0s)               ,
NCtj280132.fits,J,drk 24s,mdark 24.0 5   3/5, TCS UTC at start ( 17h:0m:52.0s)               ,
NCtj280133.fits,J,drk 24s,mdark 24.0 5   4/5, TCS UTC at start ( 17h:1m:28.0s)               ,
NCtj280134.fits,J,drk 24s,mdark 24.0 5   5/5, TCS UTC at start (  17h:2m:3.0s)               ,
NCtj280135.fits,J,drk 24s,mdark 24.0 5, TCS UTC at start ( 17h:2m:37.0s)               ,
NCtj280136.fits,J,lin 6s,mexp 6.0 5   1/5, TCS UTC at start ( 17h:2m:49.0s)               ,
NCtj280137.fits,J,lin 6s,mexp 6.0 5   2/5, TCS UTC at start (  17h:3m:5.0s)               ,
NCtj280138.fits,J,lin 6s,mexp 6.0 5   3/5, TCS UTC at start ( 17h:3m:22.0s)               ,
NCtj280139.fits,J,lin 6s,mexp 6.0 5   4/5, TCS UTC at start ( 17h:3m:39.0s)               ,
NCtj280140.fits,J,lin 6s,mexp 6.0 5   5/5, TCS UTC at start ( 17h:3m:56.0s)               ,
NCtj280141.fits,J,lin 6s,mexp 6.0 5, TCS UTC at start ( 17h:4m:12.0s)               ,
NCtj280142.fits,J,drk 6s,mdark 6.0 5   1/5, TCS UTC at start ( 17h:4m:24.0s)               ,
NCtj280143.fits,J,drk 6s,mdark 6.0 5   2/5, TCS UTC at start ( 17h:4m:40.0s)               ,
NCtj280144.fits,J,drk 6s,mdark 6.0 5   3/5, TCS UTC at start ( 17h:4m:57.0s)               ,
NCtj280145.fits,J,drk 6s,mdark 6.0 5   4/5, TCS UTC at start ( 17h:5m:14.0s)               ,
NCtj280146.fits,J,drk 6s,mdark 6.0 5   5/5, TCS UTC at start ( 17h:5m:30.0s)               ,
NCtj280147.fits,J,drk 6s,mdark 6.0 5, TCS UTC at start ( 17h:5m:46.0s)               ,
NCtj280148.fits,J,lin 36s,mexp 36.0 5   1/5, TCS UTC at start ( 17h:5m:58.0s)               ,
NCtj280149.fits,J,lin 36s,mexp 36.0 5   2/5, TCS UTC at start ( 17h:6m:44.0s)               ,
NCtj280150.fits,J,lin 36s,mexp 36.0 5   3/5, TCS UTC at start ( 17h:7m:31.0s)               ,
NCtj280151.fits,J,lin 36s,mexp 36.0 5   4/5, TCS UTC at start ( 17h:8m:19.0s)               ,
NCtj280152.fits,J,lin 36s,mexp 36.0 5   5/5, TCS UTC at start (  17h:9m:6.0s)               ,
NCtj280153.fits,J,lin 36s,mexp 36.0 5, TCS UTC at start ( 17h:9m:52.0s)               ,
NCtj280154.fits,J,drk 36s,mdark 36.0 5   1/5, TCS UTC at start ( 17h:10m:4.0s)               ,
NCtj280155.fits,J,drk 36s,mdark 36.0 5   2/5, TCS UTC at start (17h:10m:51.0s)               ,
NCtj280156.fits,J,drk 36s,mdark 36.0 5   3/5, TCS UTC at start (17h:11m:37.0s)               ,
NCtj280157.fits,J,drk 36s,mdark 36.0 5   4/5, TCS UTC at start (17h:12m:24.0s)               ,
NCtj280158.fits,J,drk 36s,mdark 36.0 5   5/5, TCS UTC at start (17h:13m:11.0s)               ,
NCtj280159.fits,J,drk 36s,mdark 36.0 5, TCS UTC at start (17h:13m:58.0s)               ,
NCtj280160.fits,J,lin 1s,mexp 1.0 5   1/5, TCS UTC at start ( 17h:14m:9.0s)               ,
NCtj280161.fits,J,lin 1s,mexp 1.0 5   2/5, TCS UTC at start (17h:14m:21.0s)               ,
NCtj280162.fits,J,lin 1s,mexp 1.0 5   3/5, TCS UTC at start (17h:14m:33.0s)               ,
NCtj280163.fits,J,lin 1s,mexp 1.0 5   4/5, TCS UTC at start (17h:14m:44.0s)               ,
NCtj280164.fits,J,lin 1s,mexp 1.0 5   5/5, TCS UTC at start (17h:14m:56.0s)               ,
NCtj280165.fits,J,lin 1s,mexp 1.0 5, TCS UTC at start ( 17h:15m:9.0s)               ,
NCtj280166.fits,J,drk 1s,mdark 1.0 5   1/5, TCS UTC at start (17h:15m:20.0s)               ,
NCtj280167.fits,J,drk 1s,mdark 1.0 5   2/5, TCS UTC at start (17h:15m:32.0s)               ,
NCtj280168.fits,J,drk 1s,mdark 1.0 5   3/5, TCS UTC at start (17h:15m:44.0s)               ,
NCtj280169.fits,J,drk 1s,mdark 1.0 5   4/5, TCS UTC at start (17h:15m:56.0s)               ,
NCtj280170.fits,J,drk 1s,mdark 1.0 5   5/5, TCS UTC at start ( 17h:16m:8.0s)               ,
NCtj280171.fits,J,drk 1s,mdark 1.0 5, TCS UTC at start (17h:16m:20.0s)               ,
NCtj280172.fits,J,drk 0s,mdark 0.0 5   1/5, TCS UTC at start (17h:16m:31.0s)               ,
NCtj280173.fits,J,drk 0s,mdark 0.0 5   2/5, TCS UTC at start (17h:16m:43.0s)               ,
NCtj280174.fits,J,drk 0s,mdark 0.0 5   3/5, TCS UTC at start (17h:16m:55.0s)               ,
NCtj280175.fits,J,drk 0s,mdark 0.0 5   4/5, TCS UTC at start ( 17h:17m:7.0s)               ,
NCtj280176.fits,J,drk 0s,mdark 0.0 5   5/5, TCS UTC at start (17h:17m:18.0s)               ,
NCtj280177.fits,J,drk 0s,mdark 0.0 5, TCS UTC at start (17h:17m:30.0s)               ,
NCtj280178.fits,J,mdark 0 5,mdark 0.0 5   1/5, TCS UTC at start (17h:17m:41.0s)               ,
NCtj280179.fits,J,mdark 0 5,mdark 0.0 5   2/5, TCS UTC at start (17h:17m:53.0s)               ,
NCtj280180.fits,J,mdark 0 5,mdark 0.0 5   3/5, TCS UTC at start ( 17h:18m:5.0s)               ,
NCtj280181.fits,J,mdark 0 5,mdark 0.0 5   4/5, TCS UTC at start (17h:18m:17.0s)               ,
NCtj280182.fits,J,mdark 0 5,mdark 0.0 5   5/5, TCS UTC at start (17h:18m:28.0s)               ,
NCtj280183.fits,J,mdark 0 5,mdark 0.0 5, TCS UTC at start (17h:18m:40.0s)               ,
NCtj280184.fits,J,lin-rs 42s 1,frames 4.2 10, TCS UTC at start (17h:18m:45.0s)               ,
NCtj280185.fits,J,drk-rs 42s 1,dframes 4.2 10, TCS UTC at start ( 17h:20m:0.0s)               ,
NCtj280186.fits,J,lin-rs 42s 2,frames 4.2 10, TCS UTC at start ( 17h:21m:8.0s)               ,
NCtj280187.fits,J,drk-rs 42s 2,dframes 4.2 10, TCS UTC at start (17h:22m:23.0s)               ,
NCtj280188.fits,J,lin-rs 42s 3,frames 4.2 10, TCS UTC at start (17h:23m:31.0s)               ,
NCtj280189.fits,J,drk-rs 42s 3,dframes 4.2 10, TCS UTC at start (17h:24m:47.0s)               ,
NCtj280190.fits,J,lin-rs 42s 4,frames 4.2 10, TCS UTC at start (17h:25m:56.0s)               ,
NCtj280191.fits,J,drk-rs 42s 4,dframes 4.2 10, TCS UTC at start (17h:27m:13.0s)               ,
NCtj280192.fits,J,lin-rs 42s 5,frames 4.2 10, TCS UTC at start (17h:28m:21.0s)               ,
NCtj280193.fits,J,drk-rs 42s 5,dframes 4.2 10, TCS UTC at start (17h:29m:37.0s)               ,
NCtj280194.fits,J,lin-rs 42s 6,frames 4.2 10, TCS UTC at start (17h:30m:46.0s)               ,
NCtj280195.fits,J,drk-rs 42s 6,dframes 4.2 10, TCS UTC at start ( 17h:32m:2.0s)               ,
NCtj280196.fits,J,lin-rs 42s 7,frames 4.2 10, TCS UTC at start ( 17h:33m:9.0s)               ,
NCtj280197.fits,J,drk-rs 42s 7,dframes 4.2 10, TCS UTC at start (17h:34m:25.0s)               ,
NCtj280198.fits,J,lin-rs 42s 8,frames 4.2 10, TCS UTC at start (17h:35m:34.0s)               ,
NCtj280199.fits,J,drk-rs 42s 8,dframes 4.2 10, TCS UTC at start (17h:36m:50.0s)               ,
NCtj280200.fits,J,lin-rs 42s 9,frames 4.2 10, TCS UTC at start (17h:37m:59.0s)               ,
NCtj280201.fits,J,drk-rs 42s 9,dframes 4.2 10, TCS UTC at start (17h:39m:15.0s)               ,
NCtj280202.fits,J,mdark 0 5,mdark 0.0 5   1/5, TCS UTC at start (17h:40m:25.0s)               ,
NCtj280203.fits,J,mdark 0 5,mdark 0.0 5   2/5, TCS UTC at start (17h:40m:37.0s)               ,
NCtj280204.fits,J,mdark 0 5,mdark 0.0 5   3/5, TCS UTC at start (17h:40m:49.0s)               ,
NCtj280205.fits,J,mdark 0 5,mdark 0.0 5   4/5, TCS UTC at start ( 17h:41m:1.0s)               ,
NCtj280206.fits,J,mdark 0 5,mdark 0.0 5   5/5, TCS UTC at start (17h:41m:12.0s)               ,
NCtj280207.fits,J,mdark 0 5,mdark 0.0 5, TCS UTC at start (17h:41m:24.0s)               ,
NCtj280208.fits,Ks,mdark 0 5,expose 5.0, TCS UTC at start (18h:34m:19.0s)               ,
NCtj280319.fits,Ks,AS40 1,expose 3.0, TCS UTC at start (19h:48m:46.0s)               ,
NCtj280320.fits,Ks,AS40 2,expose 3.0, TCS UTC at start ( 19h:49m:9.0s)               ,
NCtj280321.fits,Ks,AS40 3,expose 3.0, TCS UTC at start (19h:49m:33.0s)               ,
NCtj280322.fits,Ks,AS40 4,expose 3.0, TCS UTC at start (19h:49m:55.0s)               ,
NCtj280323.fits,Ks,AS40 5,expose 3.0, TCS UTC at start (19h:50m:20.0s)               ,
NCtj280324.fits,J,AS40 1,expose 3.0, TCS UTC at start (19h:50m:52.0s)               ,
NCtj280325.fits,J,AS40 2,expose 3.0, TCS UTC at start (19h:51m:16.0s)               ,
NCtj280326.fits,J,AS40 3,expose 3.0, TCS UTC at start (19h:51m:39.0s)               ,
NCtj280327.fits,J,AS40 4,expose 3.0, TCS UTC at start ( 19h:52m:2.0s)               ,
NCtj280328.fits,J,AS40 5,expose 3.0, TCS UTC at start (19h:52m:27.0s)               ,
NCtj280329.fits,H,AS40 1,expose 3.0, TCS UTC at start (19h:52m:55.0s)               ,
NCtj280330.fits,H,AS40 2,expose 3.0, TCS UTC at start (19h:53m:17.0s)               ,
NCtj280331.fits,H,AS40 3,expose 3.0, TCS UTC at start (19h:53m:40.0s)               ,
NCtj280332.fits,H,AS40 4,expose 3.0, TCS UTC at start ( 19h:54m:3.0s)               ,
NCtj280333.fits,H,AS40 5,expose 3.0, TCS UTC at start (19h:54m:27.0s)               ,
NCtj280334.fits,J,ID85 1,frames 10.0 6, TCS UTC at start (20h:56m:36.0s)               ,
NCtj280335.fits,J,ID85 2,frames 10.0 6, TCS UTC at start ( 20h:58m:2.0s)               ,
NCtj280336.fits,J,ID85 3,frames 10.0 6, TCS UTC at start (20h:59m:26.0s)               ,
NCtj280337.fits,J,ID85 4,frames 10.0 6, TCS UTC at start ( 21h:0m:49.0s)               ,
NCtj280338.fits,J,ID85 5,frames 10.0 6, TCS UTC at start ( 21h:2m:12.0s)               ,
NCtj280339.fits,H,ID85 1,frames 10.0 6, TCS UTC at start ( 21h:4m:38.0s)               ,
NCtj280340.fits,H,ID85 2,frames 10.0 6, TCS UTC at start (  21h:6m:2.0s)               ,
NCtj280341.fits,H,ID85 3,frames 10.0 6, TCS UTC at start ( 21h:7m:24.0s)               ,
NCtj280342.fits,H,ID85 4,frames 10.0 6, TCS UTC at start ( 21h:8m:49.0s)               ,
NCtj280343.fits,H,ID85 5,frames 10.0 6, TCS UTC at start (21h:10m:11.0s)               ,
NCtj280344.fits,Ks,ID85 1,frames 10.0 6, TCS UTC at start (21h:12m:31.0s)               ,
NCtj280345.fits,Ks,ID85 2,frames 10.0 6, TCS UTC at start (21h:13m:56.0s)               ,
NCtj280346.fits,Ks,ID85 3,frames 10.0 6, TCS UTC at start (21h:15m:18.0s)               ,
